,title,start_time,end_time,word,stutter_type,
176,p000001s000001w000177,91.89,93.4,auntie.,n,
177,p000001s000001w000178,93.4,94.515,"And,",n,
178,p000001s000001w000179,94.515,94.565,I,n,
179,p000001s000001w000180,94.565,94.645,don't,n,
180,p000001s000001w000181,94.645,94.695,know,n,
181,p000001s000001w000182,94.695,94.96,what,n,
182,p000001s000001w000183,94.96,95.38,I'm,n,
183,p000001s000001w000184,95.38,95.525,gonna,n,
184,p000001s000001w000185,95.525,96.135,"get,",n,
185,p000001s000001w000186,96.135,99.275,and,n,
186,p000001s000001w000187,99.275,99.52,"er,",i,
187,p000001s000001w000188,99.52,99.715,and,n,
188,p000001s000001w000189,99.715,99.765,then,n,
189,p000001s000001w000190,99.765,99.77,we're,n,
190,p000001s000001w000191,99.77,99.955,gonna,n,
191,p000001s000001w000192,99.955,100.155,go,n,
192,p000001s000001w000193,100.155,101.52,home.,n,
193,p000001s000001w000194,101.52,102.105,Cause,n,
194,p000001s000001w000195,102.105,102.17,our,n,
195,p000001s000001w000196,102.17,102.395,dog's,n,
196,p000001s000001w000197,102.395,102.59,at,n,
197,p000001s000001w000198,102.59,102.815,home,n,
198,p000001s000001w000199,102.815,103.58,and,n,
199,p000001s000001w000200,103.58,103.595,HE,ph,
200,p000001s000001w000201,103.595,103.63,WILL,ph,
201,p000001s000001w000202,103.63,103.635,BE,ph,
202,p000001s000001w000203,103.635,103.645,HE,ph,
203,p000001s000001w000204,103.645,103.82,WILL,ph,
204,p000001s000001w000205,103.82,104.175,getting,n,
205,p000001s000001w000206,104.175,104.175,lonely.,n,
206,p000001s000001w000207,104.175,105.9,Home,n,
207,p000001s000001w000208,105.9,105.96,"um,",i,
208,p000001s000001w000209,105.96,107.16,"and,",w,
209,p000001s000001w000210,107.16,107.655,and,w,
210,p000001s000001w000211,107.655,110.385,"u,",n,
211,p000001s000001w000212,110.385,110.49,and,n,
212,p000001s000001w000213,110.49,110.685,so,n,
213,p000001s000001w000214,110.685,111.025,we,n,
214,p000001s000001w000215,111.025,111.755,have,n,
215,p000001s000001w000216,111.755,111.9,to,n,
216,p000001s000001w000217,111.9,112.195,go,n,
217,p000001s000001w000218,112.195,112.38,and,n,
218,p000001s000001w000219,112.38,115.03,feed,n,
219,p000001s000001w000220,115.03,116.13,my,n,
220,p000001s000001w000221,116.13,116.23,other,n,
221,p000001s000001w000222,116.23,116.605,two,n,
222,p000001s000001w000223,116.605,116.71,before,n,
223,p000001s000001w000224,116.71,116.985,used,n,
224,p000001s000001w000225,116.985,118.715,to,n,
225,p000001s000001w000226,118.715,119.095,go,n,
226,p000001s000001w000227,119.095,119.095,er,i,
227,p000001s000001w000228,119.095,119.3,{unintelligible}.,p,
228,p000001s000001w000229,119.3,119.335,I,n,
229,p000001s000001w000230,119.335,119.6,don't,n,
230,p000001s000001w000231,119.6,121.41,want,n,
231,p000001s000001w000232,121.41,121.62,to,n,
232,p000001s000001w000233,121.62,121.62,do,n,
233,p000001s000001w000234,121.62,122.095,that.,n,
234,p000001s000001w000235,122.095,124.055,Because,n,
235,p000001s000001w000236,124.055,125.99,have,n,
236,p000001s000001w000237,125.99,126.385,to,n,
237,p000001s000001w000238,126.385,126.55,clean,n,
238,p000001s000001w000239,126.55,126.575,it,n,
239,p000001s000001w000240,126.575,126.615,up.,n,
240,p000001s000001w000241,126.615,128.675,And,n,
241,p000001s000001w000242,128.675,129.2,"that's,",n,
242,p000001s000001w000243,129.2,129.605,it's,n,
243,p000001s000001w000244,129.605,130.305,not,n,
244,p000001s000001w000245,130.305,133.075,very,n,
245,p000001s000001w000246,133.075,133.36,nice.,n,
